title,link,company,contract,location,date,description 
Security Engineer,https://www.domestika.org/es/jobs/83916-security-engineer-en-remoto,Domestika,Tiempo completo,En remoto,01/04/21,"At Domestika we are looking for a Security Engineer - Remote - Time Zone GMT and GMT +2.
Domestika is one of the largest growing creative communities within the creative industry. It all started as an online forum and a small but dynamic showcase of creative professionals, designed to help them connect and learn from each other. Years later, born from this core value, Domestika widened its reach by designing and producing online courses for anyone who wanted to learn and improve professionally with the best teachers. The community has grown to more than 5 million people who are constantly curious and passionate about learning new skills.
What does a Security Engineer do at Domestika?
• Analyze security threats and implement measures to protect against them.
• Plan and implement security measures for the protection of the organization’s data, systems, and networks on a continuous basis.
• Troubleshoot system and network security problems.
• Monitor for system and network security breaches.
• Test and identify system and network vulnerabilities.
• Develop best practices and security standards for Domestika.
• Research weaknesses and find ways to mitigate them.
• Carry out periodic penetration tests & ethical hack.
• Configure WAF rules to protect our systems and applications.
• Develop technical solutions and tools to mitigate security vulnerabilities and automate repeatable tasks.
Requirements:
• Great awareness of cybersecurity trends and hacking techniques.
• Experience in building and maintaining security systems.
• Experience in protecting against different attacks such DoS/DDoS, Brute force, intrusion, Credential stuffing, Man-in-the-middle attacks, SQL Injection, XSS.
• Experience in carrying out pentest and ethical hacks.
• Technical knowledge of web application, database, and operating system security.
• Experience with Linux systems.
• Experience with web-related technologies and protocols.
• Problem-solving skills.
• Focus on efficiency, simplicity, and maintainability of the solutions developed.
• Ability to work as a team in an agile, pragmatic, and quality-oriented environment.
What do we offer?
• Working in one of the leading companies in the creative industry.
• A creative, dynamic, exciting, collaborative, and multicultural team.
• A balanced work-life with a Remote First approach.
• A fast-moving environment in which you can hone your skills, learn along with your colleagues, and grow professionally.
• A salary according to your experience and profile."
Web Designer - Prácticas,https://www.domestika.org/es/jobs/83888-web-designer-practicas-madrid-espana,Le Guide Noir,Prácticas,"Madrid, España",02/03/21,"Le Guide Noir, The Big Data Boutique, cuenta con las herramientas más avanzadas del mercado. Nuestro SaaS, es la única herramienta que permite a los clientes controlar todas sus redes sociales desde un solo lugar. Lo que se busca con todo esto es hacer que las marcas y las agencias trabajen de la manera más eficiente y por esto ya trabajamos con las más prestigiosas a nivel internacional y somos líderes de mercado.
En la actualidad nos encontramos en pleno proceso de expansión, y por ello necesitamos un nuevo integrante en el equipo de diseño que se ocupe de los proyectos actuales y de los que están por venir en el mercado italiano. Buscamos alguien con sensibilidad por el diseño y atención a los detalles. Una persona capaz de afrontar retos y encontrar soluciones a problemas dentro del entorno web, resolutiva, proactiva, con ganas de trabajar y aprender.
Sobre nosotros:
About Le Guide Noir: lgn.cm/LeGuideNoir
About Influencer Marketing: lgn.cm/InfluencerMarketingVideo
Pongamos que eres esa persona,
¿Qué habilidades buscamos de ti?
Italiano nativo.
Conocimiento de HTML5, CSS3 y Photoshop (Se realizará prueba durante la entrevista).
Conocimientos en diseño y maquetación para web responsive.
Inglés nivel alto.
¿Cuál sería tu papel en la empresa?
Darías apoyo al departamento a la hora de diseñar y maquetar nuevas creatividades para entornos digitales de nuestros clientes.
Y te estarás preguntando… ¿Qué te puede ofrecer Le Guide Noir?
Trabajar en una start-up en plena expansión y con las mejores herramientas del mercado.
Trabajar en una empresa relacionada con la industria de la moda y con grandes firmas.
Oportunidades de crecimiento y desarrollo profesional reales.
Independencia en la realización de tareas.
Trabajo en grupo y con diferentes departamentos (dinámico).
Empresa joven con muy buen ambiente de trabajo.
Oportunidades de superación personal."
IT & Web Master Director,https://www.domestika.org/es/jobs/83869-it-web-master-director-las-rozas-de-madrid-espana,Bubblefish,Tiempo completo,"Las Rozas de Madrid, España",01/03/21,"MISIÓN DEL PUESTO: 
Diseñar y garantizar el correcto funcionamiento de la infraestructura técnica de sistemas de información IT y ecosistema digital de la empresa, dando soporte técnico a la organización, optimizando la conversión de SEM/SEO y facilitando los datos necesarios para el análisis de información y la toma de decisiones.
PRINCIPALES FUNCIONES Y RESPONSABILIDADES:
• Definir y coordinar todo el área de sistemas, garantizando su correcto funcionamiento y dando soporte técnico a las diferentes áreas de la organización (Management, Comercial, Marketing y Contact Center).
• Conversión SEO/SEM, publicidad en Adwords y Analítica Web.
• Gestión y desarrollo de webs, dominios, hostings. DNS, espacio, optimización, cuentas ftp, anchos de banda, copias de seguridad, revisión logs y resolución incidencias.
• Gestión e instalación webs, plugins, desarrollo, pixeles de conversión e integración de soluciones técnicas.
• Análisis de información, KPIs y elaboración de informes.
• Contacto y negociación de acuerdos y presupuestos con proveedores de IT, servicio técnico, sistemas de información y web master services.
• Garantizar el correcto funcionamiento de los soportes informáticos y de comunicación de los empleados, los servicios de internet y los servidores.
• Liderar, motivar, definir KPIs, supervisar al Data Analysis Manager e impulsar proyectos de su área.
• Miembro del Comité de Dirección con reporte directo al CEO.
COMPETENCIAS:
• Informática, IT, Web Master, UX,  Programación y tratamiento datos.
• Organización, planificación y team building. Persona innovadora, visionaria, meticulosa y ordenada.
• Orientación al usuario. Pensamiento analítico y resolución de problemas.
• Especialización en Marketing Digital y Social Media, entornos web y ecosistemas digitales. 
• Experiencia en el desarrollo de analítica de clientes y conocimientos de modelos analíticos y CRMs.
REQUISITOS:
• Formación superior en Ingeniería Informática o similar.
• Conocimiento de lenguajes de programación, Prestashop, WooCommerce y Wordpress, además de en otras soluciones de MK Digital y Business Intelligence.
• Experiencia en sectores de venta digital y ecommerce.
• Experiencia + 5 años como IT & Web Master Director y Data Analitics.
• Nivel de Inglés alto.
OFRECEMOS:
• Formar parte de una empresa en continuo crecimiento, líder en la venta digital y el desarrollo del marketing performance.
• Interesante paquete retributivo según la valía del candidato.
• El salario estará compuesto de parte fija + parte variable (por consecución de objetivos individuales). 
"
Editorial Content Director,https://www.domestika.org/es/jobs/83803-editorial-content-director-en-remoto,Domestika,Tiempo completo,En remoto,25/02/21,"Domestika is looking for an Editorial Content Director
We are looking for a highly experienced Editorial Content Director to manage our in-house creative content production team (designers, copywriters, filmmakers, etc.) to help them produce high-quality content specially designed for social media and SEO that engages with the audience, promotes the online courses, and enhances awareness of the brand.
You will be leading the development of creative assets based on a global brand strategy, measuring performance and effectively ensuring world-class creative. This is an essential role responsible for managing Domestika’s internal creative resources and developing best-in-class production processes to support scaling our branded content and editorial content studio globally.
Domestika is one of the largest growing creative communities within the creative industry. It all started as an online forum and a small but dynamic showcase of creative professionals, designed to help them connect and learn from each other.
Years later, born from this core value, Domestika widened its reach by designing and producing online courses for anyone who wanted to learn and improve professionally with the best teachers. The community has grown to more than 5 million people who are constantly curious and passionate about learning new skills.
Today, Domestika produces online courses. We share editorial content for and with the best creative people in the world. We run creative events where teachers, creative professionals, and students all have the chance to share experiences, ideas, and projects.
Responsibilities:
• Own the overall development of our editorial content production.
• Manage Domestika’s internal creative resources and develop best-in-class production processes to support scaling our editorial content studio globally.
• Hire new team members.
• Monitor content performance in order to identify insights to improve future project deliveries and continual execution.
• Collaborate with cross-functional teams (social media managers, SEO specialists, data analysts) to plan, facilitate, and develop content analytics projects.
• Be responsible for brand consistency across editorial content activity.
• Mentor and coach a team whilst driving a high-performance culture.
• Run and communicate project timelines, deliverable types, resourcing, and budgeting needs.
• Effectively manage operative and large-scale projects from the brief through delivery.
• Facilitate and manage alignment between project needs and other external departments.
Requirements
• 5+ years of experience in a project manager, studio manager, or operations manager role with a creative studio, agency, or in-house studio for the digital field and social media.
• Experience in branded content and editorial content and video production for different markets.
• Experience prioritizing, managing, and tracking a high volume of creative projects simultaneously with the ability to work autonomously in a fast-paced, high-growth environment.
• Experience with engagement, traffic, registers, and brand awareness KPIs.
• Experience with branded content and SEO content.
• Demonstrated experience working in cross-cultural and international environments across time zones.
• Ability to work with project management tools, resource planning, and digital asset management with experience building processes and systems for scale.
• Strong operational skills and ability to thrive in ambiguity at times.
• Passion for branded content creation and data.
• Ability to understand the brand value, tone, and language.
• Editorial mindset with an ability to predict audience preferences.
• Highly proactive, organized, solutions-driven, digitally focused, and a great team player.
• Ability to communicate clearly and passionately when leading the team.
• Excellent people skills to ensure a high-performing team.
• Excellent written and verbal communication skills, with the ability to both work independently and interface with cross-functional teams.
• Fluent in English.
It’s a plus:
• Other languages (Spanish, Portuguese, French, Italian, or German).
What do we offer?
• Work in one of the leading companies in the creative industry.
• A creative, dynamic, exciting, collaborative, and multicultural team.
• A fast-moving environment in which you can hone your skills, learn alongside your colleagues, and grow professionally.
• An honest salary based on your experience and profile.
Some of the content that we produce:
• Blog: https://www.domestika.org/en/blog
• Maestros Milton Glaser: https://www.youtube.com/watch?v=V4hEXvviKXA&t=1s
• History of VFX: https://www.instagram.com/tv/B-yA0bqCl0v/
• Tutorial: https://www.youtube.com/watch?v=zap6Wc9FVVA&ab_channel=Domestika
• Challenge: https://www.youtube.com/watch?v=pTokBISn6L8&ab_channel=Domestika
• Domestika Diary: https://www.instagram.com/p/CLQUwlynpC_/"
Promotional Content Director,https://www.domestika.org/es/jobs/83785-promotional-content-director-en-remoto,Domestika,Tiempo completo,En remoto,24/02/21,"At Domestika we’re looking for a Promotional Content Director.
We are looking for a highly experienced Promotional Content Director to manage our in-house creative content production team (designers, copywriters, video editors, etc.) and to help them produce high-quality content, specially designed for SEM, Paid Social and CRM, that promotes Domestika’s online courses and communication campaigns.
You will be in charge of developing creative assets based on a global brand strategy, measuring performance and ensuring world-class creative work in the most efficient manner possible. This is an essential role responsible for managing Domestika’s internal creative resources, and developing best-in-class production processes to support scaling for our promotional content studio globally and to meet marketing strategies and objectives in every channel: Paid, CRM, Social Media, Affiliates, etc.
Domestika is one of the largest growing creative communities within the creative industry. It all started as an online forum and a small yet dynamic showcase for creative professionals designed to help them connect and learn from each other.
Years later, sprouting from the seed of this core value, Domestika broadened its scope by designing and producing online courses for anyone who wanted to learn and improve professionally with top-notch instructors. The community has grown to more than 5 million members who are constantly curious and passionate about learning new skills.
Today, Domestika produces online courses. We share editorial content for and with the best creative people in the world. We hold creative events where teachers, creative professionals, and students all have the chance to share experiences, ideas, and projects.
Responsibilities:
• Lead the overall development of our promotional content production.
• Manage Domestika’s internal creative resources, and develop best-in-class production processes to support scaling for our promotional content studio globally.
• Participate in strategic and tactical meetings to create promotional content that meets marketing strategies and objectives.
• Responsible for hiring new team members.
• Monitor content performance in order to identify insights to continually improve future project deliveries and execution.
• Collaborate with cross-functional teams (Planning, CRM Managers, PAID Managers, Data Analyst) to plan, facilitate, and develop content Analytics projects.
• Responsible for brand consistency across promotional content activity.
• Mentor and coach a team while promoting a high-performance culture.
• Manage and communicate project timelines, deliverable types, resourcing and budgeting needs.
• Effectively manage operative and large-scale projects from brief through delivery.
• Facilitate and manage alignment between project needs and other external departments.
Requirements:
• 5+ years of experience in a Project Management, Studio Manager or Operations Manager role with an agency or in-house studio in the digital field. Preferably in e-commerce companies.
• Experience in marketing content and video production for different markets.
• Experience prioritizing, managing and tracking a high volume of creative projects simultaneously with the ability to work autonomously in a fast-paced, high-growth environment.
• Proven expertise creating content for SEO/SEM, paid social, CRM, affiliates and other direct response channels.
• Demonstrated experience working in cross-cultural and international environments across time zones.
• Able to work with project management, resource planning and digital asset management tools with experience building processes and systems for scaling.
• Strong operational skills and ability to thrive in ambiguity at times.
• Passionate about branded content creation and data.
• Able to understand the brand value, tone, and language.
• Highly proactive, organized, solutions-driven, digitally focused, a great team player.
• Able to communicate clearly and passionately when leading a team.
• Excellent people skills to cultivate a high-performance team.
• Excellent written and verbal communication skills with the ability to work both independently and with cross-functional teams.
• Fluent in English.
It’s a plus:
• Other languages (Spanish, Portuguese, French, Italian & German).
• Experience in an e-commerce company.
What do we offer?
• Work in one of the leading companies in the creative industry.
• A creative, dynamic, exciting, collaborative, and multicultural team.
• A fast-moving environment in which you can hone your skills, learn alongside your colleagues, and grow professionally.
• An honest salary based on your experience and profile.
Some of the content that we produce: 
• Landing: https://www.domestika.org/en/courses/1092-architectural-sketching-with-watercolor-and-ink
• Promo Campaign: https://youtu.be/hN3Hbj7lltQ
• Promo Course: https://youtu.be/M5pW9YEAyhw
• Courses Bundles: https://www.domestika.org/en/courses/packs"
Report & Data Visualization Designer,https://www.domestika.org/es/jobs/83744-report-data-visualization-designer-en-remoto,Citibeats,Freelance,En remoto,24/02/21,"Citibeats is growing! Be part of a fast-moving and exciting social data analytics tech company and take your career to the next level!
We are looking for a Freelance Report & Data Designer to help us materialize our social analyses in impactful reports that make people’s needs measurable and actionable at scale. 
You’ll be helping some of the world’s leading impactful organizations, such as UN agencies, the Inter-American Development Bank, Telefonica or NTT Data, understand data and make it actionable. You can check an example of one of the reports we built together with one of our clients here: https://wiconnect.iadb.org/en/publicaciones-en/covid-19-and-the-citizenry-the-first-120-days/.
If you’re motivated to see the impact of your work applied by some of the world's leading organizations battling the health and social impact of coronavirus, helping inform the distribution of funding in developing countries, or investing in new infrastructure according to citizens' needs, this role could be for you.
YOUR DAY-TO-DAY:

- Produce high-quality data reports using multiple tools (Google Slides, Adobe Indesign);
- Transform complex data-driven key messages into delightful and efficient visuals, and clear concepts;
- Work along with the defined Citibeats branding and the specific clients’ look&feel;
- Empower our Social Data Analysts with tools and resources for creating their own reports, listening to their needs and design restrictions;
- Understand Citibeats strategic positioning and target audience;
- Lead from concept to final execution, while respecting deadlines;
- Stay on top of all data trends and maintain reporting best practices.

You’ll be working closely with our Social Data analysts, reporting to our Head of Social Insights, and collaborating with colleagues in the Product & Projects team. 
YOUR SKILLS:
- Hands-on experience with presentations design and data visualization;
- Extensive knowledge of creative concepts, like typography, colours and hierarchy of the information;
- Expert level with presentation tools: Google Slides, Keynote, PowerPoint, or similar;
- Knowledge of Sketch (or similar), Adobe Indesign, Illustrator or other visual design tools;
- Team player with high-efficiency mindset, able to deliver fast and iteratively;
- Analytical when prioritizing information;
- Fluent level of Spanish and English is appreciated.
The following areas are skills that you will be developing while in the role – so it’s great if you already have some of them or if you’re motivated to develop them:
- Experience working for social causes;
- Knowledge of Design System and Modular Assets approach.
This position is open for freelances only, available to work on European schedule.
ABOUT CITIBEATS:
Citibeats is the fastest and most efficient social intelligence and text analytics platform in the market. Citibeats organizes unstructured data via natural language processing (NLP) and machine learning. Our platform allows for the gathering of relevant information in changing social contexts, which permits public organizations and financial institutions to react more quickly and efficiently to citizens’ needs.
Leading financial institutions in Spain and different public organizations like the Ministry of Infrastructure in Japan, the city of Dublin, Tokio Marine and international partners like NTT Data, Accenture and Telefónica, among others, already trust in the Citibeats solution.
Citibeats has received prestigious recognition like the United Nations; World Summit Awards, the “Best Artificial Intelligence for Governments” by COGx and the winner of NTT Data’s “Open Innovation Contest “in Japan.
"
Senior Creative Designer,https://www.domestika.org/es/jobs/83741-senior-creative-designer-madrid-espana,ALIBABA GROUP,Tiempo completo,"Madrid, España",23/02/21,"TEAM INTRODUCTION:
AliExpress (www.aliexpress.com) is a global marketplace targeting consumers from around the world and enabling them to buy directly from manufacturers and distributors in China and around the world. It has more than 100 million users and it has been granted the ""Editor's choice"" award in Google play.
AliExpress Design team is the bridge between the International New Retail business and the customers, providing end-to-end user experience design solutions with a brand identity for both sellers and buyers to meet business/product goals. We work very closely with Alibaba's global partner companies, having constant collaboration with cross-functional teams, such as product managers, marketing, and tech team to ensure simple, creative, and useful products that customers will engage and enjoy.
JOB DESCRIPTION:
- In partnership with Marketing Managers and PMs, conceive innovative, multi-platform ad campaigns for AliExpress (European) marketing and products.
- Capable of influencing product direction and team decisions with innovative ideas and solutions.
- Grow team knowledge of best-in-practice design trends occurring throughout the app, web, and graphic design communities.
- Sensitive to the way a brand unfolds across design mediums, including online and retail marketing communication and digital media.
REQUIREMENTS:
- Has a deep understanding of local design trends, digital media, and cultural nuances for the European Apps and e-Commerce market.
- 3+ years work experience.
- Team player with refined and assertive leadership skills.
- Ability to positively influence change through inspirational design, solid rationale, supporting data, and diplomacy.
- Bachelor's degree in design or equivalent professional experience.
- English fluency required. Additional fluency in French, Chinese is a plus.
ADDITIONAL REQUIREMENTS:
- We are looking for an online portfolio that clearly demonstrates past work history."
Product Design Lead,https://www.domestika.org/es/jobs/83712-product-design-lead-barcelona-espana,Akuaro Networking Agency,Tiempo completo,"Barcelona, España",23/02/21,"Do you want to work within an international and multidisciplinary team in an interactive and challenging project, where what you do day after day has a global impact?
This opportunity is for you!
Even if you're not thinking about changes, you never know when your next chance to take that professional leap is going to come up.
We are guided by the feeling that everything is about making an impact in the workplace by millions of people around the world. We are inspired by agile methodologies, and at the end of the day, we believe that the product is the most important thing, but if you are passionate about processes and tools, we also want to hear it!
We are looking for a Product Design Lead motivated to contribute with your knowledge and eager to continue learning and growing professionally.
 RESPONSIBILITIES: 
•	Contribute to high-level strategy by crafting the UX roadmap aligned to the business goals.
•	Drive design strategy for multiple initiatives from large iterative feature projects to experiments and 
        optimizations.
•	Partner with product management, marketing, engineering, and other stakeholders to ensure 
        prioritizing and delivering impactful experiences.
•	Select, plan and drive customer discovery activities to uncover our users’ problems through 
        moderated interviews, usability studies, and other techniques.
•	Lead the design team on design processes to create compelling user flows and ensure high-quality 
        consistent design outcomes.
•	Help shape and evolve the company’s design culture.
•	Coach, mentor and grow a team of talented designers to refine their individual skills.
SKILLS: 
•	Proven track record running 5+ person product design teams with specialized responsibilities.
•	Experience with B2C software or, at minimum, operationally complicated software (i.e not just 
        single-purpose apps),
•	Experience with the tools used by modern design teams: Jira/Trello, Slack, Confluence, Figma, 
        Invision, Sketch, Zeplin, etc.
•	Natural leadership abilities including great communication skills (written, verbal, and via 
        presentation) along with the ability to give/receive critical feedback.
•	Be comfortable using data and user research to support design decisions.
•	Work well in a fast-moving, iterative environment.
•	Love leading, coaching, mentoring, and growing your team. It is imperative you are comfortable 
        putting in place the structures and processes for a healthy and high-functioning design team.
•	Want to seek out and develop a design process that encourages collaboration between other 
        designers and product teams.
•	Unafraid to change your opinion in the face of new information or understanding of the product 
        goals you have strong beliefs, but you’re open-minded.
•	You are a creative thinker capable of translating vision and big ideas into meaningful, shippable 
        products.
SOCIAL BENEFITS: 
•	Great culture - friendly and emphasizes both teamwork and fun.
•	Our company is home to over 15 nationalities.
•	Flexible working hours - and there are possibilities to work from home.
•	Interesting challenges in a fast-growing technology company for you to grind your skills.
•	Competitive salary range.
•	Private Health Insurance.
•	In-house training and team-building events.
•	A modern and fully equipped office headquarters in Barcelona city center.
•	Daily fruit and beverages supply.
•	23 days of holidays per year. Half-day off on your b'day.
•	Flexible Benefits.
•	Team Building Events."
Fullstack Developer,https://www.domestika.org/es/jobs/83677-fullstack-developer-la-coruna-espana,Bysidecar,Tiempo completo,"La Coruña, España",22/02/21,"Somos un grupo de empresas especializadas en generar negocio digital. Aplicamos nuestro expertise y el poder de la tecnología para ayudar estratégicamente a nuestros clientes a digitalizar sus negocios. 
En Bysidecar, consultora digital del grupo experta en Marketing, Comunicación y Ventas, somos especialistas en aplicar la data y la tecnología en la ejecución de estrategias de captación, conversión y fidelización de clientes. Buscamos un fullstack developer que nos ayude a llevarlas al éxito desde el área técnica. ¿Te apuntas?
¿Qué buscamos? 

Un fullstack developer, que tenga experiencia en desarrollos en PHP de al menos 2 años y conocimientos de BD's relacionales (MySQL principalmente), así como conocimientos en Javascript, HTML y CSS.  Valorable el uso de librerías menores o alternativas.

- Una persona resolutiva con capacidad para integrarse en equipos orientados a la innovación con el fin de afrontar los nuevos retos que nos lanza el mercado y los clientes.
 - Un perfil organizado que lleve por bandera las buenas prácticas de código y siempre trabaje con el código limpio.
 - Alguien que tenga experiencia haciendo labores de desarrollo de back pero sin perder de vista la parte de front.
Entrando más en detalle, necesitamos alguien que tenga los siguientes skills técnicos y personales para hacer crecer el proyecto:
- Conocimiento en PHP 7 y frameworks (Symfony principalmente, Laravel, ...), en todo su ciclo (modelo-vista-controlador).
- Conocimiento en HTML5, CSS3, Javascript, JQuery
- Con soltura usando herramientas de control de versiones tipo GIT (usamos GIT + GitHub como plataforma). 
- Experiencia en creación e integración con webservices.
- Alto conocimiento de desarrollo web tanto front-end como back-end.
-Valoramos conocimientos en frameworks frontend React/Angular/VueJS 

¿Qué harías?
Formarías parte de un equipo de desarrollo en constante crecimiento que se encarga de proyectos de desarrollo interno y de cliente.
Participarías en proyectos con grandes compañías así como en el desarrollo de nuestra herramienta enfocada a la optimización de la venta online y la explotación de datos, con todos los retos e innovaciones que eso nos plantea día a día.
Qué ofrecemos
- Salario atractivo
- Formar parte de un grupo de empresas en proyección constante, con oficinas en A Coruña y Madrid. ¡Cada una con su encanto!
- Trabajar en proyectos de empresas líderes aportando desde el primer día.
- Unos compañeros de 10, con un muy buen ambiente de trabajo. Y si tú conoces a talento tecnológico igual de bueno, estaremos encantados de que nos lo presentes ;)
- Libertad para proponer ideas; si nunca las hemos probado, mucho mejor...
- Horario flexible, y la tarde de los viernes, libre ;)
- Merchand y contenido exclusivo para #DigitalPlayers.
"
Desarrollador Wordpress,https://www.domestika.org/es/jobs/83676-desarrollador-wordpress-la-coruna-espana,Bysidecar,Tiempo completo,"La Coruña, España",22/02/21,"Somos un grupo de empresas especializadas en generar negocio digital. Aplicamos nuestro expertise y el poder de la tecnología para ayudar estratégicamente a nuestros clientes a digitalizar sus negocios. 
En Bysidecar, consultora digital del grupo experta en Marketing, Comunicación y Ventas, somos especialistas en aplicar la data y la tecnología en la ejecución de estrategias de captación, conversión y fidelización de clientes. Nos gusta diseñar campañas de marketing basadas en soluciones tecnológicas diferentes. ¿Te apunta a darnos soporte web?
¿Qué harías?

Buscamos un desarrollador con experiencia en el desarrollo de soluciones web. Con una mágnifica ejecución técnica de los proyectos junto al resto del equipo. ¡Somos codelovers!
Te encargarías del desarrollo de nuevas plataformas web y mantenimiento de las ya existentes para grandes compañías de diversos sectores que principalmente se basan en CMS (Wordpress sobre todo).

¿Qué necesitamos?

Empezamos por un clásico. Necesitamos una persona que tenga experiencia mínima de 3 años trabajando en tareas de desarrollo en CMS (Wordpress imprescindible). 

Necesitamos alguien que tenga los siguientes skills técnicos para hacer crecer el proyecto:
- Una persona con experiencia y conocimientos desarrollando y analizando plataformas Ecommerce (WooCommerce). Y valorable la experiencia en otras plataformas (Shopify)
- Experiencia y conocimiento en PHP 7
- Experiencia 2 años SQL con BD's relacionales (MySQL principalmente). 
- Alguien con soltura usando herramientas de control de versiones como GIT (usamos GIT + GitHub como plataforma). No buscamos un experto, pero sí alguien que ya haya trasteado.
- Una persona resolutiva con capacidad para integrarse en equipos orientados a la innovación con el fin de afrontar los nuevos retos que nos lanza el mercado.
Y por terminar de pedir, aunque no es ""obligatorio"":  
- Experiencia framework PHP Symfony o similares, en todo su ciclo (modelo-vista-controlador).
- Interesante tener conocimientos en stacks JavaScript como React/Angular/VueJS.


¿Qué ofrecemos?

- Salario competitivo en función de las capacidades.
- Formar parte de un grupo de empresas en proyección constante, con oficinas en A Coruña y Madrid. ¡Cada una con su encanto!
- Trabajar en proyectos de empresas líderes aportando desde el primer día.
- Unos compañeros de 10, con un muy buen ambiente de trabajo. Y si tú conoces a talento tecnológico igual de bueno, estaremos encantados de que nos lo presentes ;)
- Libertad para proponer ideas; si nunca las hemos probado, mucho mejor...
- Horario flexible, y la tarde de los viernes, libre ;)
- Merchand y contenido exclusivo para #DigitalPlayers.

Si aún tienes dudas, conócenos mejor en talento.bysidecar.com
"
PHP Developer,https://www.domestika.org/es/jobs/83636-php-developer-en-remoto,The Cocktail,Tiempo completo,En remoto,19/02/21,"Así somos:
The Cocktail es una consultora digital cuya misión es orquestar y acelerar el crecimiento de nuestros clientes. Lo conseguimos porque hay una cosa que sabemos hacer muy bien: movilizar organizaciones para impulsar la relación entre las marcas y clientes mediante el diseño de productos y servicios, los datos y la tecnología digital. Entendemos lo que nuestros clientes necesitan y construimos capacidades a ritmo de mercado y a una velocidad de vértigo.
Nuestro entorno de trabajo se caracteriza por el crecimiento profesional exponencial, y la participación en proyectos con impacto real en grandes clientes. El ecosistema de especialistas es amplio y diverso (estrategia, diseño, tecnología, data, investigación…) y la interacción entre los equipos es nuestro día a día.
Formar parte de The Cocktail implica rodearse de personas referentes e inspiradoras de quien aprender, y que te ayudarán a crecer frente a los retos que te encontrarás. Trabajamos bajo la máxima de que es mejor pedir perdón que permiso y en un entorno en el que se aprende del error. Por eso, esperamos de quienes forman la compañía que aporten una visión disruptiva y challenger, sean inconformistas buscando la excelencia y se apropien de los desafíos..
Si quieres moverte en un equipo retador, empujar proyectos innovadores y en definitiva, hacer que las cosas pasen, The Cocktail es para ti.
Este es el reto:
Buscamos a una persona apasionada de PHP que disfrute desarrollando soluciones retadoras y que aspire a trabajar con una visión end-to-end del proyecto. Todo ello en un entorno multidisciplinar, liderando el proceso de transformación digital de nuestros clientes junto con el resto de áreas de The Cocktail.
Entre otras cosas, esto es lo que harás:
En tu día a día:
Desarrollarás productos utilizando PHP. Además, utilizarás algunos frameworks de este lenguaje, nuestro favorito es Symfony.
En algunos proyectos nos apoyamos en soluciones CMS como Sulu, eZ o Drupal.
Desarrollarás proyectos eCommerce usando soluciones como Sylius o Magento.
En caso necesario, echarás una mano en temas de Html, Css y Javascript.
Participarás en toda la vida del proyecto, desde el prototipado y análisis funcional, hasta el análisis y liderazgo técnico.
Definirás la mejor solución técnica junto al resto de equipos de Tecnología.
Trabajarás de forma conjunta con los equipos de UX, Diseño Estratégico, Negocio y Estrategia.
Además, cuando lleves un tiempo aquí esperamos que seas capaz de:
Asegurar los planes y los procesos de calidad de un proyecto, desarrollando tests y llevando a cabo procesos de CI/CD.
Aprender otras tecnologías y herramientas como Varnish, Redis, ElasticSearch, etc.
Trabajar con una filosofía 100% DevOps  con herramientas como Jenkins, Docker y Kubernetes. 
Trabajar en infraestructuras Cloud de los principales proveedores: Amazon Web Services, Google Cloud Platform y Microsoft Azure Cloud.
Expondrás y argumentarás  las fortalezas y aplicabilidad de las soluciones frente al resto de áreas y al cliente.
Construir un entorno de reconocimiento y celebración. Apropiarte de la visión de la compañía y que la hagas propia.
 
La experiencia en The Cocktail:
Modelo de trabajo basado en la autorresponsabilidad y la autogestión con horario flexible y teletrabajo (de verdad). 
Formación pensada para tu desarrollo profesional e individual. 
Acceso a una red de gimnasios por un precio especial.
27 merecidos días de vacaciones al año y, por si no son suficientes, puedes disfrutar de hasta 5 días más de extra time. 
Seguro médico privado con cobertura completa.
Posibilidad de retribución flexible (tarjeta restaurante, tarjeta transporte o cheque guardería).
Un equipo de trabajo a tu medida para que uses el sistema operativo que más te guste.
No tenemos dress code. Ven como quieras a trabajar. 
Nuestras oficinas están ubicadas en el centro de la ciudad, tanto en Madrid como en Oviedo. 
Ser parte de una compañía con alma: no solo por ser dog friendly (tenemos a Maggie en la oficina) si no porque además, tenemos iniciativas de apoyo a la maternidad (una sala de lactancia en la oficina y programas para mamás y papás), la sostenibilidad (políticas zero waste), la igualdad de género y diversidad (iniciativas de visibilización e inclusión del colectivo LGTB+, colaboraciones para disminuir la desigualdad social...).
En The Cocktail pretendemos ser un referente en talento y calidad humana, y sólo lo conseguiremos siendo una compañía abierta y diversa, por eso tenemos un Código de Conducta que refleja nuestras expectativas de las personas que participan en la empresa. Ofrecemos un entorno acogedor para todos, independientemente de su identidad o expresión de género, orientación sexual, capacidad, origen, religión, estatus socioeconómico…
Próximos pasos:
Si has llegado hasta aquí es porque hemos conseguido llamar tu atención ;)
Apúntate a la oferta y el equipo de People echará un vistazo a tu CV. Si coincide con lo que buscamos, recibirás una llamada para conocernos mejor, que podamos contarte más sobre The Cocktail y el sobre el rol.
Nuestros procesos de selección suelen tener alrededor de dos o tres entrevistas, y es posible que en algún momento queramos verte en acción y te propongamos un reto técnico. Al final del proceso charlaremos acerca de las condiciones salariales del puesto, una vez te conozcamos bien y sepamos cuánto puedes aportar.
Si necesitas un tip para el proceso: simplemente queremos que seas tú."
